cashback_id,limitation_id,preparation_id,limitation_code,product_name,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments
37,1182,788,DARZALEX2,Darzalex,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
80,1600,788,DARZALEX2,Darzalex,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
96,1855,788,DARZALEX2,Darzalex,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
97,1856,788,DARZALEX3,Darzalex,"Dans cette indication, Janssen-Cilag AG remboursera un montant fixe du prix de fabrique du traitement à la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix de fabrique.",Janssen-Cilag AG,company_rembourse,amount_unspecified,,unknown,,,,,0,0,0,
117,2009,788,DARZALEX2,Darzalex,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
118,2010,788,DARZALEX4,Darzalex,"À la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’achat, Janssen-Cilag SA remboursera une proportion fixe du prix de fabrique pour chaque emballage de DARZALEX. La TVA ne peut pas être réclamée en plus de cette réduction sur le prix de fabrique.",Janssen-Cilag SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]"
288,3623,788,DARZALEXENDa,Darzalex,"Pour les traitements dans des indications avec un modèle de prix, le titulaire de l’autorisation rembourse à l’assurance-maladie auprès de laquelle le patient était assuré lors de la remise du médicament, dès la première demande de l’assurance-maladie, une part pré-établie du prix de fabrique pour chaque emballage remis de DARZALEX.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]"
356,4460,788,DARZALEXENDc,Darzalex,"Pour les traitements dans des indications avec un modèle de prix, le titulaire de l’autorisation rembourse à l’assurance-maladie auprès de laquelle le patient était assuré lors de la remise du médicament, dès la première demande de l’assurance-maladie, une part pré-établie du prix de fabrique pour chaque emballage remis de DARZALEX.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]"
85,1688,3719,DARZALEX2,Darzalex SC,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
98,1857,3719,DARZALEX2,Darzalex SC,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
99,1858,3719,DARZALEX3,Darzalex SC,"Dans cette indication, Janssen-Cilag AG remboursera un montant fixe du prix de fabrique du traitement à la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix de fabrique.",Janssen-Cilag AG,company_rembourse,amount_unspecified,,unknown,,,,,0,0,0,
119,2011,3719,DARZALEX2,Darzalex SC,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]"
120,2012,3719,DARZALEX4,Darzalex SC,"À la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’achat, Janssen-Cilag SA remboursera une proportion fixe du prix de fabrique pour chaque emballage de DARZALEX. La TVA ne peut pas être réclamée en plus de cette réduction sur le prix de fabrique.",Janssen-Cilag SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]"
289,3633,3719,DARZALEXENDb,Darzalex SC,"Pour les traitements dans des indications avec un modèle de prix, le titulaire de l’autorisation rembourse à l’assurance-maladie auprès duquel le patient était assuré lors de la remise du médicament, dès la première demande de l’assurance, une part pré-établie du prix de fabrique pour chaque emballage remis de DARZALEX SC.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX"", ""DARZALEX SC""]"
357,4463,3719,DARZALEX.SC,Darzalex SC,"Pour les traitements dans des indications avec un modèle de prix, le titulaire de l’autorisation rembourse à l’assurance-maladie auprès de laquelle le patient était assuré lors de la remise du médicament, dès la première demande de l’assurance-maladie, une part pré-établie du prix de fabrique pour chaque emballage remis de DARZALEX SC.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX"", ""DARZALEX SC""]"
383,4736,4474,ELAHERE,Elahere,"Sur première demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, AbbVie AG rembourse à l’assureur-maladie une partie déterminée du prix de fabrique pour chaque boîte de ELAHERE achetée.",AbbVie AG,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""ELAHERE""]"
263,3453,4207,ELREXFIO,Elrexfio,"Pour chaque emballage d’ELREXFIO remis, le titulaire de l’autorisation rembourse une partie fixe du prix de fabrique à l’assurance-maladie, auprès de laquelle la personne était assurée au moment de la remise du traitement, à sa première demande.",,titulaire_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""ELREXFIO""]"
257,3393,4191,ELZONRIS.01,Elzonris,"Sur première demande de l’assurance-maladie, auprès de laquelle la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à cette dernière une part fixe du prix de fabrique pour chaque emballage de ELZONRIS acheté. Le remboursement de la TVA ne peut pas être exigé en plus de cette part du prix de fabrique.",,titulaire_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""ELZONRIS""]"
363,4534,4191,ELZONRIS.01,Elzonris,"Sur première demande de l’assurance-maladie, auprès de laquelle la personne était assurée au moment de l’achat, le titulaire de l’autorisation rembourse à cette dernière une part fixe du prix de fabrique pour chaque emballage de ELZONRIS acheté. Le remboursement de la TVA ne peut pas être exigé en plus de cette part du prix de fabrique.",,titulaire_rembourse,undisclosed_fixed,,per_box,,,,,0,0,0,"[""ELZONRIS""]"
38,1207,3514,EMGALITY,Emgality,"A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 522.47 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.",Eli Lilly (Suisse) SA,company_rembourse,chf_fixed,522.47,unknown,,,,,0,0,0,
39,1219,3514,EMGALITY,Emgality,"A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 522.47 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.",Eli Lilly (Suisse) SA,company_rembourse,chf_fixed,522.47,unknown,,,,,0,0,0,
70,1509,3514,EMGALITY2,Emgality,"A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 487.07 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.",Eli Lilly (Suisse) SA,company_rembourse,chf_fixed,487.07,unknown,,,,,0,0,0,
109,1933,3514,EMGALITY3,Emgality,"A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 449.36 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.",Eli Lilly (Suisse) SA,company_rembourse,chf_fixed,449.36,unknown,,,,,0,0,0,
113,1965,3514,EMGALITY3,Emgality,"A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 449.36 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.",Eli Lilly (Suisse) SA,company_rembourse,chf_fixed,449.36,unknown,,,,,0,0,0,
293,3687,3514,EMGALITY.01,Emgality,"A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 401.23 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.",Eli Lilly (Suisse) SA,company_rembourse,chf_fixed,401.23,unknown,,,,,0,0,0,
4,286,991,EMPLICITI,Empliciti,"Bristol-Myers Squibb SA rembourse 26.95% du prix de sortie d’usine pour chaque emballage d’EMPLICITI acheté dans le cadre du traitement combiné d’EMPLICITI avec lénalidomide, sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’administration. Le remboursement de la taxe sur la valeur ajoutée ne peut pas être exigé en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 6 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,26.95,per_box,,,,,0,0,0,"[""EMPLICITI""]"
43,1247,991,EMPLICITI2,Empliciti,"Bristol-Myers Squibb SA rembourse 28.19% du prix de sortie d’usine pour chaque emballage d’EMPLICITI acheté dans le cadre du traitement combiné d’EMPLICITI avec lénalidomide, sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’administration. Le remboursement de la taxe sur la valeur ajoutée ne peut pas être exigé en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 6 mois qui suivent l’administration.",Bristol-Myers Squibb SA,company_rembourse,percentage,28.19,per_box,,,,,0,0,0,"[""EMPLICITI""]"
75,1537,991,EMPLICITI3,Empliciti,"Bristol-Myers Squibb SA rembourse une part définie du prix de sortie d’usine pour chaque emballage d’EMPLICITI acheté dans le cadre du traitement combiné par EMPLICITI avec pomalidomide et dexaméthasone, sur demande de l’assurance-maladie auprès duquel la personne assurée l’était au moment de l’administration.",Bristol-Myers Squibb SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""EMPLICITI"", ""POMALIDOMIDE""]"
249,3283,4174,ENHERTU.END,Enhertu,"Pour les indications cancers du sein, Daiichi Sankyo (Schweiz) AG remboursera un montant fixe du prix ex factory du traitement à la demande de l'assureur maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix ex factory.",Daiichi Sankyo (Schweiz) AG,company_rembourse,amount_unspecified,,unknown,,,,,0,0,0,
