cashback_segment_id,segment_id,limitation_id,preparation_id,limitation_code,product_name,indication_name,indication_code,cashback_extract,cashback_company,detection_patterns,rule_calc_type,rule_calc_value,rule_unit,rule_threshold_type,rule_threshold_value,rule_threshold_unit,rule_thresholds_all,rule_cond_treatment_stop,rule_cond_adverse_effects,rule_cond_treatment_failure,rule_cotreatments,indication_name_fr,segment_order
75,259,1978,3825,BEVACIZUMAB,Bevacizumab-Teva,Mammakarzinom,21264.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne assurée était assurée au moment de l’achat, Teva Pharma SA rembourse pour le traitement Fr. 0.34 par mg de Bevacizumab-Teva. En cas de prescription médicale appropriée, Bevacizumab-Teva est remboursé jusqu’à la progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Teva Pharma SA,company_rembourse,chf_fixed,0.34,per_mg,,,,,0,0,1,"[""BEVACIZUMAB-TEVA""]",Carcinome mammaire,3
79,282,2002,3825,BEVACIZUMAB,Bevacizumab-Teva,Mammakarzinom,21264.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Teva Pharma SA rembourse pour le traitement Fr. 0.34 par mg de Bevacizumab-Teva. En cas de prescription médicale appropriée, Bevacizumab-Teva est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Teva Pharma SA,company_rembourse,chf_fixed,0.34,per_mg,,,,,0,0,1,"[""BEVACIZUMAB-TEVA""]",Carcinome mammaire,3
144,507,2284,3825,BEVACIZUMAB3,Bevacizumab-Teva,Nierenzellkarzinom,21264.03,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Teva Pharma SA rembourse pour le traitement Fr. 0.64 par mg de Bevacizumab-Teva. En cas de prescription médicale appropriée, Bevacizumab-Teva est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Teva Pharma SA,company_rembourse,chf_fixed,0.64,per_mg,,,,,0,0,1,"[""BEVACIZUMAB-TEVA""]",Carcinome rénal,2
145,508,2284,3825,BEVACIZUMAB3,Bevacizumab-Teva,Mammakarzinom,21264.04,"Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Teva Pharma SA rembourse pour le traitement Fr. 0.34 par mg de Bevacizumab-Teva. En cas de prescription médicale appropriée, Bevacizumab-Teva est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.",Teva Pharma SA,company_rembourse,chf_fixed,0.34,per_mg,,,,,0,0,1,"[""BEVACIZUMAB-TEVA""]",Carcinome mammaire,3
146,512,2286,3825,BEVACIZUMABK,Bevacizumab-Teva,BEVACIZUMAB-TEVA in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),21264.08,"En ce qui concerne le remboursement de BEVACIZUMAB-TEVA dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de BEVACIZUMAB-TEVA en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""BEVACIZUMAB-TEVA"", ""TECENTRIQ""]",BEVACIZUMAB-TEVA en association avec l’atezolizumab (TECENTRIQ) pour le traitement du carcinome hépatocellulaire inopérable ou métastatique (CHC),0
239,1144,2975,3825,BEVACIZUMABK,Bevacizumab-Teva,BEVACIZUMAB-TEVA in Kombination mit Atezolizumab (TECENTRIQ) zur Behandlung des inoperablen oder metastasierten hepatozellulären Karzinoms (HCC),21264.08,"En ce qui concerne le remboursement de BEVACIZUMAB-TEVA dans cette indication respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de BEVACIZUMAB-TEVA en association avec de l'atézolizumab (TECENTRIQ) acquise pour l’indication du traitement du CHC.",,titulaire_rembourse,full_refund_pex,,per_box,,,,,0,0,0,"[""BEVACIZUMAB-TEVA"", ""TECENTRIQ""]",BEVACIZUMAB-TEVA en association avec l’atezolizumab (TECENTRIQ) pour le traitement du carcinome hépatocellulaire inopérable ou métastatique (CHC),0
368,1888,3959,4037,BIMZELX.03,Bimzelx,Ankylosierende Spondyloarthritis (Röntgenologische axiale Spondyloarthritis (r-axSpA)),21476.03,"UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de celui-ci, une part de CHF 174.92 par emballage de 1 pièce ou de CHF 349.84 par emballage de 2 pièces pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale radiologique. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.",UCB-Pharma SA,company_rembourse,chf_fixed,174.92,per_box,,,,,0,0,0,"[""BIMZELX""]",Spondylarthrite ankylosante (spondylarthrite axiale radiologique (r-axSpA)),0
369,1889,3960,4037,BIMZELX.04,Bimzelx,Nicht röntgenologische axiale Spondyloarthritis (nr-axSpA),21476.04,"UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale non radiologique, une part de CHF 174.92 par boîte de 1 pièce, respectivement de CHF 349.84 par boîte de 2 pièces. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.",UCB-Pharma SA,company_rembourse,chf_fixed,174.92,per_box,,,,,0,0,0,"[""BIMZELX""]",Spondylarthrite axiale non radiologique (nr-axSpA),0
370,1892,3964,4038,BIMZELX.04a,Bimzelx,Nicht röntgenologische axiale Spondyloarthritis (nr-axSpA),21477.04,"UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale non radiologique, une part de CHF 174.92 par boîte de 1 pièce, respectivement de CHF 349.84 par boîte de 2 pièces. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.",UCB-Pharma SA,company_rembourse,chf_fixed,174.92,per_box,,,,,0,0,0,"[""BIMZELX""]",Spondylarthrite axiale non radiologique (nr-axSpA),0
271,1224,3129,3814,CALQUENCE.02,Calquence,"1L chronisch lymphatische Leukämie, uIGHV (CLL, Monotherapie)",21177.02,"Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage de CALQUENCE remis pour le traitement des patients avec une LLC en 1ère ligne présentant un statut IGHV non muté (sans délétion 17p ou mutation TP53). Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""CALQUENCE""]","1ère ligne leucémie lymphoïde chronique, uIGHV (LLC, monothérapie)",0
303,1281,3222,4156,CALQUEtab.02,Calquence,"1L chronisch lymphatische Leukämie, uIGHV (CLL, Monotherapie)",21651.02,"Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage de CALQUENCE remis pour le traitement des patients avec une LLC en 1ère ligne présentant un statut IGHV non muté (sans délétion 17p ou mutation TP53). Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.",,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""CALQUENCE""]","1ère ligne leucémie lymphoïde chronique, uIGHV (LLC, monothérapie)",0
240,1145,2979,764,DACOGEN.01,Dacogen,Kombination DACOGEN und Venetoclax,19990.01,"Le titulaire de l'autorisation, Janssen-Cilag AG, remboursera, à la première demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l'achat, Fr. 85.54 pour chaque emballage de DACOGEN acheté. La demande de remboursement par l’assureur-maladie ne vaut que pour l'association de DACOGEN avec le vénétoclax. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir de la date de l'administration.",Janssen-Cilag AG,titulaire_rembourse,chf_fixed,85.54,per_box,,,,,0,0,0,"[""DACOGEN""]",Association de DACOGEN au vénétoclax,0
313,1330,3328,764,DACOGEN2,Dacogen,Kombination DACOGEN und Venetoclax,19990.01,"Le titulaire de l'autorisation, Janssen-Cilag AG, remboursera, à la première demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l'achat, Fr. 35.48 pour chaque emballage de DACOGEN acheté. La demande de remboursement par l’assureur-maladie ne vaut que pour l'association de DACOGEN avec le vénétoclax. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir de la date de l'administration.",Janssen-Cilag AG,titulaire_rembourse,chf_fixed,35.48,per_box,,,,,0,0,0,"[""DACOGEN""]",Association de DACOGEN au vénétoclax,0
178,602,2466,764,DACOGENKOM,Dacogen,Kombination DACOGEN und Venetoclax,19990.01,"Le titulaire de l'autorisation, Janssen-Cilag AG, remboursera, à la première demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l'achat, une part déterminée du prix de fabrique pour chaque emballage de DACOGEN acheté. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique.",Janssen-Cilag AG,titulaire_rembourse,unknown,,per_box,,,,,0,0,0,"[""DACOGEN""]",Association de DACOGEN au vénétoclax,0
325,1352,3389,788,DARZALEX.01a,Darzalex,Monotherapie,20589.01,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de DARZALEX administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]",Monothérapie,0
326,1353,3390,788,DARZALEX.02a,Darzalex,DARZALEX in Kombination mit Lenalidomid und Dexamethason,20589.02,"Sur première demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’achat, Janssen-Cilag SA remboursera une proportion fixe du prix de fabrique pour chaque emballage de DARZALEX acheté. La TVA ne peut pas être réclamée en sus de ce montant du prix de fabrique.",Janssen-Cilag SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]",DARZALEX en association avec le lénalidomide et la dexaméthasone,0
308,1300,3278,788,DARZALEX.03a,Darzalex,"DARZALEX in Kombination mit Bortezomib, Melphalan, und Prednison",20589.03,"À la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’achat, le titulaire de l’autorisation remboursera Fr. 96.65 pour chaque emballage de DARZALEX conc perf 100 mg/5ml et Fr. 361.16 pour chaque emballage de DARZALEX conc perf 400 mg/20ml, sur le prix de fabrique correspondant. La TVA ne peut pas être réclamée en sus de ce montant du prix de fabrique.",,titulaire_rembourse,chf_fixed,96.65,per_box,,,,,0,0,0,"[""DARZALEX""]","DARZALEX en association avec le bortézomib, le melphalan et la prednisone",0
179,603,2467,788,DARZALEX.KDd,Darzalex,Darzalex in Kombination mit Carfilzomib und Dexamethason (KDd),20589.07,"Dans cette indication, Janssen-Cilag AG remboursera un montant fixe du prix de fabrique du traitement à la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix de fabrique.",Janssen-Cilag AG,company_rembourse,amount_unspecified,,unknown,,,,,0,0,0,,Darzalex en association avec le carfilzomib et la dexaméthasone (KDd),0
126,446,2213,788,DARZALEX2,Darzalex,Monotherapie,20589.01,"Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.",Janssen-Cilag AG,company_rembourse,cost_refund,,unknown,not_beyond,4.0,weeks,"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]",0,0,0,"[""DARZALEX""]",Monothérapie ,0
127,447,2214,788,DARZALEX3,Darzalex,Daratumumab in Kombination mit Lenalidomid und Dexamethason ,20589.02,"Dans cette indication, Janssen-Cilag AG remboursera un montant fixe du prix de fabrique du traitement à la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix de fabrique.",Janssen-Cilag AG,company_rembourse,amount_unspecified,,unknown,,,,,0,0,0,,Daratumumab en association avec le lénalidomide et la dexaméthasone,0
128,448,2215,788,DARZALEX4,Darzalex,"DARZALEX in Kombination mit Bortezomib, Melphalan, und Prednison",20589.03,"À la demande de l'assureur-maladie auprès duquel le patient était assuré au moment de l’achat, Janssen-Cilag SA remboursera une proportion fixe du prix de fabrique pour chaque emballage de DARZALEX. La TVA ne peut pas être réclamée en plus de cette réduction sur le prix de fabrique.",Janssen-Cilag SA,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]","DARZALEX en association avec le bortézomib, le melphalan et la prednisone",0
96,389,2101,3719,DARZALEX-AL,Darzalex SC,AL-Amyloidose,21150.04,"Janssen-Cilag AG rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage remis de DARZALEX.",Janssen-Cilag AG,company_rembourse,unknown,,per_box,,,,,0,0,0,"[""DARZALEX""]",AL-Amyloidose,0
