id;company;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;thresholds_all;thresholds_count;treatment_stop;adverse_effects;treatment_failure;cotreatments;cashback_extract
1172;AMGEN Switzerland AG;full_refund_pex;;unknown;greater_than;2;cycles;"[{""type"": ""greater_than"", ""value"": 2, ""unit"": ""cycles"", ""match"": ""> 2 cycles""}]";1;0;0;0;"[""BLINCYTO""]";Si Blincyto doit être utilisé > 2 cycles, la société AMGEN Switzerland AG rembourse, dans le cadre d’un traitement par BLINCYTO et sur demande de l’assureur maladie auquel la personne assurée était affiliée au moment de l’achat, le prix départ usine à partir du 55e paquet de BLINCYTO. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus des montants de remboursement. La demande de remboursement doit généralement être effectuée dans les 6 mois suivant l’administration du traitement.
1176;;full_refund;;unknown;on_progression;;;"[{""type"": ""on_progression"", ""value"": null, ""unit"": null, ""match"": ""en cas de progression""}]";1;0;1;0;"[""OXALIPLATINE"", ""LONSURF""]";Lonsurf n’est remboursé qu’après obtention d’une garantie de prise en charge des coûts par la caisse-maladie, faisant suite à une consultation préalable du médecin-conseil. Traitement de patients souffrant d’un cancer colorectal métastatique qui ont déjà reçu une chimiothérapie à base de fluoropyrimidine, d’oxaliplatine et d’irinotécan, un traitement anti-VEGF et – chez les patients porteurs d'un gène RAS de type sauvage – un traitement anti-EGFR et répondant aux critères mentionnés ci-dessous: • performance status ECOG 0 – 1 • fonction hépatique, fonction rénale et fonction de la moelle osseuse adéquate En cas d’arrêt définitif du traitement dû à des effets indésirables liés à Lonsurf survenus au cours des 12 jours suivant le début du traitement, SERVIER (SUISSE) S.A. remboursera à l’assureur-maladie les coûts de la totalité de l’emballage. Ces interruptions de traitement doivent être annoncées par le médecin traitant à l’assureur-maladie immédiatement et de façon informelle, par ex. au moyen de la phrase « Je confirme par la présente l’interruption définitive du traitement par Lonsurf, dans les 12 jours suivant son instauration en raison d’effets indésirables liés au médicament ». En cas de progression, le traitement par Lonsurf doit être interrompu.
1182;Janssen-Cilag AG;cost_refund;;unknown;not_beyond;4;weeks;"[{""type"": ""not_beyond"", ""value"": 4, ""unit"": ""weeks"", ""match"": ""ne se poursuit pas au-delà des 4 semaines""}]";1;0;0;0;"[""DARZALEX""]";Si le traitement ne se poursuit pas au-delà des 4 semaines initiales, la société Janssen-Cilag AG remboursera, sur demande de l’assureur-maladie auprès de qui la personne assurée était assurée au moment de l’achat, les coûts correspondant aux emballages remis jusqu’à ce moment-là ou aux quantités de Darzalex administrées. La TVA ne peut pas être remboursée en plus de ce montant. La demande de remboursement doit normalement être effectuée dans les 6 mois.
1191;Novartis Pharma Suisse SA;percentage;20.92;per_box;n_cycles;1;cycles;"[{""type"": ""n_cycles"", ""value"": 1, ""unit"": ""cycles"", ""match"": ""un cycle de traitement""}]";1;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Novartis Pharma Suisse SA rembourse à l’assureur-maladie chaque boite de Mekinist achetée (indicateur d’un cycle de traitement) pour l’association avec Tafinlar au taux de 20,92 % sur le prix de fabrique par boîte. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
1192;La société Novartis Pharma Schweiz AG;percentage;45.89;per_box;;;;;0;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";La société Novartis Pharma Schweiz AG rembourse l’assureur maladie auprès duquel la personne était assurée au moment de la réception du traitement, sur demande de ce dernier, un pourcentage de 45,89% sur le prix départ usine de chaque boîte de Mekinist achetée et un pourcentage de 31,58% sur le prix départ usine de chaque boîte de Tafinlar achetée. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit normalement être faite dans les 3 mois suivant l’administration.
1197;Novartis Pharma Suisse SA;percentage;20.92;per_box;n_cycles;1;cycles;"[{""type"": ""n_cycles"", ""value"": 1, ""unit"": ""cycles"", ""match"": ""un cycle de traitement""}]";1;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";Sur demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat, la société Novartis Pharma Suisse SA rembourse à l’assureur-maladie chaque boite de Mekinist achetée (indicateur d’un cycle de traitement) pour l’association avec Tafinlar au taux de 20,92 % sur le prix de fabrique par boîte. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
1198;La société Novartis Pharma Schweiz AG;percentage;45.89;per_box;;;;;0;0;0;0;"[""TAFINLAR"", ""MEKINIST""]";La société Novartis Pharma Schweiz AG rembourse l’assureur maladie auprès duquel la personne était assurée au moment de la réception du traitement, sur demande de ce dernier, un pourcentage de 45,89% sur le prix départ usine de chaque boîte de Mekinist achetée et un pourcentage de 31,58% sur le prix départ usine de chaque boîte de Tafinlar achetée. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit normalement être faite dans les 3 mois suivant l’administration.
1207;Eli Lilly (Suisse) SA;chf_fixed;522.47;unknown;;;;;0;0;0;0;;A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 522.47 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.
1215;Amgen Switzerland SA;percentage;11.57;per_box;;;;;0;0;0;0;"[""ARANESP""]";Dans le cadre du traitement de patients atteints de syndromes myélodysplasiques, Amgen Switzerland SA rembourse 11.57% du prix de sortie d’usine pour chaque emballage d’Aranesp, sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’administration. Le remboursement de la TVA ne peut pas être exigé en sus de ces montants. La demande de remboursement doit intervenir en règle générale dans les 6 mois qui suivent l’administration.
1219;Eli Lilly (Suisse) SA;chf_fixed;522.47;unknown;;;;;0;0;0;0;;A la demande de l’assureur maladie auprès duquel la personne était assurée au moment correspondant, la société Eli Lilly (Suisse) SA rembourse CHF 522.47 pour 1 stylo pré-rempli pour l'utilisation de 2 stylos pré-remplis au cours du premier mois. La TVA ne peut pas faire l’objet d’une demande de remboursement en plus de ce montant. La demande de remboursement doit généralement être effectuée au cours des 6 mois suivant la facturation.
1223;Otsuka Pharmaceutical (Suisse) Sàrl;chf_fixed;1972.9;unknown;period_days;28;days;"[{""type"": ""period_days"", ""value"": 28, ""unit"": ""days"", ""match"": ""période de 28 jours""}]";1;0;0;0;"[""ASSAN""]";Le spécialiste FMH en néphrologie traitant exerçant dans le service de néphrologie d’un centre/d’une clinique et formé par Otsuka Pharmaceutical (Suisse) Sàrl doit fournir les informations suivantes dans la demande de garantie de prise en charge des coûts: • diagnostic authentifié d’une PKRAD (classe 1) typique établi sur la base du nombre de kystes par rein et de l’âge (selon les critères de Pei-Ravine) ou à l’aide d’un test génétique • indications relatives à la posologie • indication relative à l’évolution du volume rénal • indication relative à l’évolution du DFGe Si en raison d’une adaptation de la dose, la posologie du traitement doit être portée à 45 mg (30 mg +15 mg) ou 30 mg (15 mg +15 mg) par jour, la société Otsuka Pharmaceutical (Suisse) Sàrl rembourse les coûts thérapeutiques dépassant la somme de 1972,90 francs par période de 28 jours à l’assureur-maladie auprès duquel le patient était assuré au moment de la prestation.
1224;Novartis Pharma Schweiz AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""KISQALI""]";Pour chaque boîte de Kisqali achetée, Novartis Pharma Schweiz AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie auprès de laquelle la personne est assurée au moment de la réception du traitement, à la première demande de l’assureur qui est alors informé du montant du remboursement. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication. La demande de remboursement doit normalement être faite dans les 3 mois suivant l’administration.
1225;Amgen Switzerland SA;percentage;5.4;per_box;;;;;0;0;0;0;"[""DEXAM"", ""PATIENTS"", ""KYPROLIS""]";Dans le cadre du traitement de patients en association avec la dexaméthasone (Kd) seule, Amgen Switzerland SA rembourse 5.4% du prix de sortie d’usine pour chaque emballage d’KYPROLIS, sur demande de l’assureur-maladie auprès duquel la personne assurée était assurée au moment de l’administration. Le remboursement de la TVA ne peut pas être exigé en sus de ces montants. La demande de remboursement doit intervenir en règle générale dans les 6 mois qui suivent l’administration.
1236;Otsuka Pharmaceutical (Switzerland) GmbH à;chf_fixed;1931.75;per_month;during_months;2;months;"[{""type"": ""during_months"", ""value"": 2, ""unit"": ""months"", ""match"": ""pendant 2 mois""}, {""type"": ""therapy_duration_months"", ""value"": 3, ""unit"": ""months"", ""match"": ""durée de thérapie de 3 mois""}, {""type"": ""treatment_of_duration"", ""value"": 3, ""unit"": ""months"", ""match"": ""thérapie de 3 mois""}, {""type"": ""within_first"", ""value"": 6, ""unit"": ""months"", ""match"": ""dans les 6 mois""}]";4;1;0;1;"[""JINARC""]";Après la garantie de prise en charge des frais par l’assureur-maladie après consultation du médecin-conseil. Pour freiner la progression du développement de kystes et de l’insuffisance rénale dans la polykystose rénale autosomique dominante typique (PKRAD classe 1) chez l’adulte atteint d’une maladie rénale chronique (MRC) de stade 1 à 3 au début du traitement, avec des signes d’évolution rapide de la maladie, lorsque le volume rénal total (VRT) est d’au moins 750 ml au début du traitement et le débit de filtration glomérulaire estimé (DFGe) d’au moins 30 ml/min/1,73 m<sup>2</sup> et lorsqu’il existe en outre une classe Mayo 1D ou 1E chez les patients atteints d’une MRC de stade 1 ou une classe Mayo 1C, 1D ou 1E chez les patients atteints d’une MRC de stade 2 et 3. Le diagnostic, la prescription et la surveillance du traitement avec JINARC doivent être effectués exclusivement par un spécialiste en néphrologie exerçant dans un hôpital possédant un centre de néphrologie selon la définition de l’OFSP. Les centres définis par l’OFSP (cf. http://www.bag.admin.ch/sl-ref) remplissent au moins deux des trois critères suivants: • Le centre est une clinique de néphrologie définie comme centre de formation postgraduée FMH de catégorie A ou B. • Au moins un spécialiste en néphrologie formé par Otsuka Pharmaceutical (Switzerland) GmbH exerce dans le centre. • Le centre s’est engagé à participer à l’étude PASS portant sur JINARC. Dans ce contexte, les données suivantes doivent être relevées: âge du patient au début du traitement, sexe du patient, DFGe avant le début du traitement, stade de la MRC et volume rénal total au début du traitement, classe Mayo au début du traitement ainsi que posologie initiale. Doivent ensuite être communiqués, tous les 6 mois: le DFGe, les modifications de la dose, la raison d’une réduction de la dose, le cas échéant, et la raison de l’arrêt du traitement, le cas échéant. La demande de prise en charge des frais doit comporter les mentions suivantes: • Diagnostic de PKRAD typique (classe 1) confirmé par le nombre de kystes/rein et l’âge (selon les critères de Pei-Ravine) ou au moyen d’un test génétique. • Stade de la MRC, DFGe, volume rénal total, âge du patient et classe Mayo au début du traitement. • Posologie initiale. Si un patient arrête le traitement au bout d’une durée de thérapie de 3 mois ou moins, le coût total du traitement, sur la base du prix «départ usine», est remboursé par la société Otsuka Pharmaceutical (Switzerland) GmbH à l’assureur-maladie auprès duquel ce patient était assuré au moment de l’achat. La TVA ne peut pas être remboursée en plus du prix de fabrique. Est considéré comme arrêt du traitement le fait qu’un patient, après avoir acheté la première, les deux premières ou les trois premières boîtes mensuelles, n’achète plus de boîte pendant 2 mois. L’assureur-maladie demande le remboursement par la société Otsuka Pharmaceutical (Switzerland) GmbH. La demande doit avoir lieu dans les 6 mois suivant l’arrêt du traitement. Si en raison d’un ajustement de la dose, le coût annuel du traitement dépasse celui de 13 boîtes à CHF 1931.75, le surcoût excédant ce montant devra être remboursé par la société Otsuka Pharmaceutical (Switzerland) GmbH, sur la base du prix de fabrique, à l’assureur-maladie auprès duquel le patient était assuré au moment de l’achat. La TVA ne peut pas être remboursée en plus du prix de fabrique. L’assureur-maladie demande le remboursement par la société Otsuka Pharmaceutical (Switzerland) GmbH. Une période d’achat de 15 mois sera prise en compte pour l’évaluation du coût annuel du traitement. La demande de remboursement doit être faite dans le mois qui suit cette période d’achat de 15 mois.
